estado,cidade,cidade_nome,mes,minima,maxima,precipitacao,link
AL,5344,Água Branca,Fevereiro,23°,34°,46,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Março,23°,33°,84,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Abril,22°,32°,68,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Maio,21°,30°,69,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Junho,20°,27°,79,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Julho,19°,27°,75,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Agosto,19°,28°,39,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Setembro,20°,31°,19,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Outubro,21°,33°,14,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Novembro,22°,34°,19,https://www.climatempo.com.br/climatologia/5344/al
AL,5344,Água Branca,Dezembro,23°,34°,42,https://www.climatempo.com.br/climatologia/5344/al
AM,9,Alvarães,Janeiro,23°,30°,264,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Fevereiro,23°,29°,253,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Março,23°,29°,299,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Abril,23°,28°,309,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Maio,23°,29°,265,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Junho,22°,30°,174,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Julho,22°,31°,132,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Agosto,23°,33°,123,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Setembro,23°,34°,136,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Outubro,24°,33°,198,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Novembro,24°,31°,194,https://www.climatempo.com.br/climatologia/9/am
AM,9,Alvarães,Dezembro,24°,30°,232,https://www.climatempo.com.br/climatologia/9/am
AM,6386,Amaturá,Janeiro,23°,29°,272,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Fevereiro,23°,29°,282,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Março,23°,28°,281,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Abril,23°,28°,269,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Maio,22°,28°,251,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Junho,22°,29°,181,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Julho,22°,31°,157,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Agosto,23°,33°,151,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Setembro,24°,33°,152,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Outubro,24°,32°,212,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Novembro,24°,31°,225,https://www.climatempo.com.br/climatologia/6386/am
AM,6386,Amaturá,Dezembro,23°,30°,272,https://www.climatempo.com.br/climatologia/6386/am
AM,6387,Anamã,Janeiro,23°,29°,273,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Fevereiro,23°,29°,277,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Março,23°,28°,305,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Abril,23°,28°,311,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Maio,23°,29°,278,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Junho,22°,30°,160,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Julho,22°,31°,103,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Agosto,23°,34°,94,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Setembro,24°,34°,113,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Outubro,25°,33°,138,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Novembro,24°,31°,202,https://www.climatempo.com.br/climatologia/6387/am
AM,6387,Anamã,Dezembro,24°,29°,270,https://www.climatempo.com.br/climatologia/6387/am
AM,25,Manaus,Janeiro,23°,31°,264,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Fevereiro,23°,30°,290,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Março,23°,31°,335,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Abril,23°,31°,311,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Maio,23°,31°,279,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Junho,23°,31°,115,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Julho,23°,31°,85,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Agosto,23°,33°,47,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Setembro,24°,33°,74,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Outubro,24°,33°,113,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Novembro,24°,32°,174,https://www.climatempo.com.br/climatologia/25/am
AM,25,Manaus,Dezembro,24°,31°,220,https://www.climatempo.com.br/climatologia/25/am
AP,37,Amapá,Janeiro,23°,30°,335,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Fevereiro,23°,28°,387,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Março,23°,28°,450,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Abril,24°,28°,419,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Maio,24°,29°,320,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Junho,23°,30°,174,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Julho,23°,32°,126,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Agosto,23°,34°,81,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Setembro,24°,35°,69,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Outubro,25°,35°,74,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Novembro,25°,35°,87,https://www.climatempo.com.br/climatologia/37/ap
AP,37,Amapá,Dezembro,24°,32°,168,https://www.climatempo.com.br/climatologia/37/ap
AP,38,Calçoene,Janeiro,23°,30°,335,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Fevereiro,23°,28°,387,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Março,23°,28°,450,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Abril,24°,28°,419,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Maio,23°,30°,320,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Junho,22°,31°,174,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Julho,22°,32°,126,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Agosto,23°,34°,81,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Setembro,24°,35°,69,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Outubro,25°,36°,74,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Novembro,25°,35°,87,https://www.climatempo.com.br/climatologia/38/ap
AP,38,Calçoene,Dezembro,24°,32°,168,https://www.climatempo.com.br/climatologia/38/ap
AP,6412,Cutias,Janeiro,23°,29°,325,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Fevereiro,23°,27°,323,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Março,23°,27°,350,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Abril,24°,28°,345,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Maio,23°,28°,311,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Junho,23°,29°,252,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Julho,22°,30°,195,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Agosto,23°,32°,136,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Setembro,23°,33°,116,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Outubro,24°,34°,91,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Novembro,24°,33°,103,https://www.climatempo.com.br/climatologia/6412/ap
AP,6412,Cutias,Dezembro,23°,31°,184,https://www.climatempo.com.br/climatologia/6412/ap
AP,39,Macapá,Janeiro,23°,30°,306,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Fevereiro,23°,29°,342,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Março,23°,29°,408,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Abril,24°,30°,379,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Maio,24°,30°,362,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Junho,23°,30°,220,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Julho,23°,31°,182,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Agosto,23°,32°,98,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Setembro,23°,32°,43,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Outubro,24°,33°,32,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Novembro,24°,32°,59,https://www.climatempo.com.br/climatologia/39/ap
AP,39,Macapá,Dezembro,23°,31°,133,https://www.climatempo.com.br/climatologia/39/ap
BA,5746,Abaré,Janeiro,23°,33°,91,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Fevereiro,23°,33°,67,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Março,23°,33°,124,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Abril,22°,32°,76,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Maio,21°,31°,26,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Junho,20°,28°,12,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Julho,19°,28°,10,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Agosto,20°,29°,4,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Setembro,21°,32°,11,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Outubro,22°,34°,11,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Novembro,24°,35°,30,https://www.climatempo.com.br/climatologia/5746/ba
BA,5746,Abaré,Dezembro,24°,34°,56,https://www.climatempo.com.br/climatologia/5746/ba
BA,5006,Abaíra,Janeiro,17°,28°,122,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Fevereiro,18°,28°,86,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Março,18°,27°,103,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Abril,17°,26°,69,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Maio,16°,25°,29,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Junho,15°,23°,23,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Julho,14°,23°,22,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Agosto,15°,24°,18,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Setembro,16°,26°,29,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Outubro,17°,28°,62,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Novembro,18°,28°,128,https://www.climatempo.com.br/climatologia/5006/ba
BA,5006,Abaíra,Dezembro,18°,28°,129,https://www.climatempo.com.br/climatologia/5006/ba
BA,6949,Abrantes,Janeiro,26°,28°,71,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Fevereiro,27°,28°,82,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Março,27°,29°,113,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Abril,26°,28°,229,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Maio,26°,27°,240,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Junho,25°,26°,203,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Julho,24°,25°,177,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Agosto,24°,25°,126,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Setembro,24°,26°,95,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Outubro,25°,27°,80,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Novembro,26°,27°,96,https://www.climatempo.com.br/climatologia/6949/ba
BA,6949,Abrantes,Dezembro,26°,28°,67,https://www.climatempo.com.br/climatologia/6949/ba
BA,56,Salvador,Janeiro,24°,30°,138,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Fevereiro,24°,30°,142,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Março,24°,30°,152,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Abril,24°,29°,310,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Maio,23°,28°,360,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Junho,22°,27°,244,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Julho,21°,26°,175,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Agosto,21°,26°,127,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Setembro,22°,27°,102,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Outubro,23°,28°,115,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Novembro,23°,29°,137,https://www.climatempo.com.br/climatologia/56/ba
BA,56,Salvador,Dezembro,23°,29°,143,https://www.climatempo.com.br/climatologia/56/ba
CE,5794,Abaiara,Janeiro,21°,32°,169,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Fevereiro,21°,31°,179,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Março,21°,31°,235,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Abril,21°,30°,185,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Maio,20°,29°,64,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Junho,19°,27°,19,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Julho,18°,27°,12,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Agosto,18°,29°,4,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Setembro,20°,32°,8,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Outubro,22°,33°,14,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Novembro,23°,34°,34,https://www.climatempo.com.br/climatologia/5794/ce
CE,5794,Abaiara,Dezembro,23°,33°,88,https://www.climatempo.com.br/climatologia/5794/ce
CE,5795,Acarape,Janeiro,25°,31°,103,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Fevereiro,25°,31°,133,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Março,25°,30°,230,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Abril,25°,30°,234,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Maio,24°,30°,154,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Junho,24°,30°,95,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Julho,24°,30°,41,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Agosto,24°,31°,15,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Setembro,24°,31°,8,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Outubro,24°,31°,6,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Novembro,24°,32°,9,https://www.climatempo.com.br/climatologia/5795/ce
CE,5795,Acarape,Dezembro,25°,32°,30,https://www.climatempo.com.br/climatologia/5795/ce
CE,957,Acaraú,Janeiro,23°,31°,152,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Fevereiro,23°,31°,207,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Março,22°,30°,435,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Abril,22°,30°,398,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Maio,22°,31°,195,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Junho,22°,31°,68,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Julho,22°,31°,42,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Agosto,22°,32°,6,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Setembro,23°,32°,4,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Outubro,23°,32°,4,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Novembro,23°,32°,4,https://www.climatempo.com.br/climatologia/957/ce
CE,957,Acaraú,Dezembro,23°,32°,31,https://www.climatempo.com.br/climatologia/957/ce
CE,60,Fortaleza,Janeiro,24°,31°,119,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Fevereiro,24°,30°,205,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Março,24°,30°,323,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Abril,23°,30°,356,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Maio,23°,30°,256,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Junho,23°,30°,142,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Julho,22°,30°,95,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Agosto,23°,30°,22,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Setembro,23°,30°,23,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Outubro,24°,31°,13,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Novembro,24°,31°,12,https://www.climatempo.com.br/climatologia/60/ce
CE,60,Fortaleza,Dezembro,25°,31°,44,https://www.climatempo.com.br/climatologia/60/ce
DF,2091,Boa Vista,Janeiro,18°,26°,225,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Fevereiro,18°,26°,176,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Março,18°,25°,200,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Abril,17°,25°,102,https://www.climatempo.com.br/climatologia/2091/df
DF,2091,Boa Vista,Maio,16°,26°,28,https://www.climatempo.com.br/climatologia/2091/df
